original_split,data
train,/imgs/sh/t1/L81_892919_780431.jpg /imgs/sh/t2/L81_892919_780431.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892919_780431.png /building_labels/sh/t1/L81_892919_780431.png /building_labels/sh/t2/L81_892919_780431.png /offset_st_resize256/sh/t1/L81_892919_780431.tif /offset_st_resize256/sh/t2/L81_892919_780431.tif /flow_btv3_resize256/sh/t1VSt2/L81_892919_780431.tif
train,/imgs/bj/t1/L81_00663_783999.jpg /imgs/bj/t2/L81_00663_783999.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00663_783999.png /building_labels/bj/t1/L81_00663_783999.png /building_labels/bj/t2/L81_00663_783999.png /offset_st_resize256/bj/t1/L81_00663_783999.tif /offset_st_resize256/bj/t2/L81_00663_783999.tif /flow_btv3_resize256/bj/t1VSt2/L81_00663_783999.tif
test,/imgs/bj/t1/L81_00839_784255.jpg /imgs/bj/t3/L81_00839_784255.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00839_784255.png /building_labels/bj/t1/L81_00839_784255.png /building_labels/bj/t3/L81_00839_784255.png
train,/imgs/bj/t2/L81_00655_783991.jpg /imgs/bj/t3/L81_00655_783991.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00655_783991.png /building_labels/bj/t2/L81_00655_783991.png /building_labels/bj/t3/L81_00655_783991.png /offset_st_resize256/bj/t2/L81_00655_783991.tif /offset_st_resize256/bj/t3/L81_00655_783991.tif /flow_btv3_resize256/bj/t2VSt3/L81_00655_783991.tif
train,/imgs/sh/t1/L81_892815_780519.jpg /imgs/sh/t3/L81_892815_780519.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892815_780519.png /building_labels/sh/t1/L81_892815_780519.png /building_labels/sh/t3/L81_892815_780519.png /offset_st_resize256/sh/t1/L81_892815_780519.tif /offset_st_resize256/sh/t3/L81_892815_780519.tif /flow_btv3_resize256/sh/t1VSt3/L81_892815_780519.tif
test,/imgs/bj/t1/L81_00679_784151.jpg /imgs/bj/t3/L81_00679_784151.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00679_784151.png /building_labels/bj/t1/L81_00679_784151.png /building_labels/bj/t3/L81_00679_784151.png
val,/imgs/bj/t2/L81_00895_783991.jpg /imgs/bj/t3/L81_00895_783991.jpg /labels/bj/t2VSt3/L81_00895_783991.png /building_labels/bj/t2/L81_00895_783991.png /building_labels/bj/t3/L81_00895_783991.png /offset_st_resize256/bj/t2/L81_00895_783991.tif /offset_st_resize256/bj/t3/L81_00895_783991.tif /flow_btv3_resize256/bj/t2VSt3/L81_00895_783991.tif
train,/imgs/sh/t1/L81_892879_780487.jpg /imgs/sh/t2/L81_892879_780487.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892879_780487.png /building_labels/sh/t1/L81_892879_780487.png /building_labels/sh/t2/L81_892879_780487.png /offset_st_resize256/sh/t1/L81_892879_780487.tif /offset_st_resize256/sh/t2/L81_892879_780487.tif /flow_btv3_resize256/sh/t1VSt2/L81_892879_780487.tif
train,/imgs/bj/t1/L81_00935_784167.jpg /imgs/bj/t2/L81_00935_784167.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00935_784167.png /building_labels/bj/t1/L81_00935_784167.png /building_labels/bj/t2/L81_00935_784167.png /offset_st_resize256/bj/t1/L81_00935_784167.tif /offset_st_resize256/bj/t2/L81_00935_784167.tif /flow_btv3_resize256/bj/t1VSt2/L81_00935_784167.tif
train,/imgs/bj/t1/L81_00647_784159.jpg /imgs/bj/t2/L81_00647_784159.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00647_784159.png /building_labels/bj/t1/L81_00647_784159.png /building_labels/bj/t2/L81_00647_784159.png /offset_st_resize256/bj/t1/L81_00647_784159.tif /offset_st_resize256/bj/t2/L81_00647_784159.tif /flow_btv3_resize256/bj/t1VSt2/L81_00647_784159.tif
val,/imgs/bj/t2/L81_00671_784047.jpg /imgs/bj/t3/L81_00671_784047.jpg /labels/bj/t2VSt3/L81_00671_784047.png /building_labels/bj/t2/L81_00671_784047.png /building_labels/bj/t3/L81_00671_784047.png /offset_st_resize256/bj/t2/L81_00671_784047.tif /offset_st_resize256/bj/t3/L81_00671_784047.tif /flow_btv3_resize256/bj/t2VSt3/L81_00671_784047.tif
train,/imgs/sh/t1/L81_892903_780471.jpg /imgs/sh/t2/L81_892903_780471.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892903_780471.png /building_labels/sh/t1/L81_892903_780471.png /building_labels/sh/t2/L81_892903_780471.png /offset_st_resize256/sh/t1/L81_892903_780471.tif /offset_st_resize256/sh/t2/L81_892903_780471.tif /flow_btv3_resize256/sh/t1VSt2/L81_892903_780471.tif
train,/imgs/sh/t2/L81_892855_780479.jpg /imgs/sh/t3/L81_892855_780479.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892855_780479.png /building_labels/sh/t2/L81_892855_780479.png /building_labels/sh/t3/L81_892855_780479.png /offset_st_resize256/sh/t2/L81_892855_780479.tif /offset_st_resize256/sh/t3/L81_892855_780479.tif /flow_btv3_resize256/sh/t2VSt3/L81_892855_780479.tif
train,/imgs/bj/t1/L81_00647_784119.jpg /imgs/bj/t3/L81_00647_784119.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00647_784119.png /building_labels/bj/t1/L81_00647_784119.png /building_labels/bj/t3/L81_00647_784119.png /offset_st_resize256/bj/t1/L81_00647_784119.tif /offset_st_resize256/bj/t3/L81_00647_784119.tif /flow_btv3_resize256/bj/t1VSt3/L81_00647_784119.tif
train,/imgs/bj/t1/L81_00647_784135.jpg /imgs/bj/t2/L81_00647_784135.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00647_784135.png /building_labels/bj/t1/L81_00647_784135.png /building_labels/bj/t2/L81_00647_784135.png /offset_st_resize256/bj/t1/L81_00647_784135.tif /offset_st_resize256/bj/t2/L81_00647_784135.tif /flow_btv3_resize256/bj/t1VSt2/L81_00647_784135.tif
train,/imgs/bj/t1/L81_00855_784247.jpg /imgs/bj/t2/L81_00855_784247.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00855_784247.png /building_labels/bj/t1/L81_00855_784247.png /building_labels/bj/t2/L81_00855_784247.png /offset_st_resize256/bj/t1/L81_00855_784247.tif /offset_st_resize256/bj/t2/L81_00855_784247.tif /flow_btv3_resize256/bj/t1VSt2/L81_00855_784247.tif
train,/imgs/bj/t1/L81_00847_784263.jpg /imgs/bj/t3/L81_00847_784263.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00847_784263.png /building_labels/bj/t1/L81_00847_784263.png /building_labels/bj/t3/L81_00847_784263.png /offset_st_resize256/bj/t1/L81_00847_784263.tif /offset_st_resize256/bj/t3/L81_00847_784263.tif /flow_btv3_resize256/bj/t1VSt3/L81_00847_784263.tif
train,/imgs/sh/t1/L81_892871_780495.jpg /imgs/sh/t2/L81_892871_780495.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892871_780495.png /building_labels/sh/t1/L81_892871_780495.png /building_labels/sh/t2/L81_892871_780495.png /offset_st_resize256/sh/t1/L81_892871_780495.tif /offset_st_resize256/sh/t2/L81_892871_780495.tif /flow_btv3_resize256/sh/t1VSt2/L81_892871_780495.tif
train,/imgs/sh/t1/L81_892815_780455.jpg /imgs/sh/t3/L81_892815_780455.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892815_780455.png /building_labels/sh/t1/L81_892815_780455.png /building_labels/sh/t3/L81_892815_780455.png /offset_st_resize256/sh/t1/L81_892815_780455.tif /offset_st_resize256/sh/t3/L81_892815_780455.tif /flow_btv3_resize256/sh/t1VSt3/L81_892815_780455.tif
train,/imgs/bj/t2/L81_00711_784167.jpg /imgs/bj/t3/L81_00711_784167.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00711_784167.png /building_labels/bj/t2/L81_00711_784167.png /building_labels/bj/t3/L81_00711_784167.png /offset_st_resize256/bj/t2/L81_00711_784167.tif /offset_st_resize256/bj/t3/L81_00711_784167.tif /flow_btv3_resize256/bj/t2VSt3/L81_00711_784167.tif
test,/imgs/bj/t2/L81_00647_784295.jpg /imgs/bj/t3/L81_00647_784295.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00647_784295.png /building_labels/bj/t2/L81_00647_784295.png /building_labels/bj/t3/L81_00647_784295.png
train,/imgs/sh/t2/L81_892871_780527.jpg /imgs/sh/t3/L81_892871_780527.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892871_780527.png /building_labels/sh/t2/L81_892871_780527.png /building_labels/sh/t3/L81_892871_780527.png /offset_st_resize256/sh/t2/L81_892871_780527.tif /offset_st_resize256/sh/t3/L81_892871_780527.tif /flow_btv3_resize256/sh/t2VSt3/L81_892871_780527.tif
test,/imgs/bj/t2/L81_00711_784151.jpg /imgs/bj/t3/L81_00711_784151.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00711_784151.png /building_labels/bj/t2/L81_00711_784151.png /building_labels/bj/t3/L81_00711_784151.png
val,/imgs/bj/t1/L81_00671_784159.jpg /imgs/bj/t2/L81_00671_784159.jpg /labels/bj/t1VSt2/L81_00671_784159.png /building_labels/bj/t1/L81_00671_784159.png /building_labels/bj/t2/L81_00671_784159.png /offset_st_resize256/bj/t1/L81_00671_784159.tif /offset_st_resize256/bj/t2/L81_00671_784159.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784159.tif
train,/imgs/sh/t2/L81_892863_780519.jpg /imgs/sh/t3/L81_892863_780519.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892863_780519.png /building_labels/sh/t2/L81_892863_780519.png /building_labels/sh/t3/L81_892863_780519.png /offset_st_resize256/sh/t2/L81_892863_780519.tif /offset_st_resize256/sh/t3/L81_892863_780519.tif /flow_btv3_resize256/sh/t2VSt3/L81_892863_780519.tif
val,/imgs/sh/t1/L81_892927_780503.jpg /imgs/sh/t2/L81_892927_780503.jpg /labels/sh/t1VSt2/L81_892927_780503.png /building_labels/sh/t1/L81_892927_780503.png /building_labels/sh/t2/L81_892927_780503.png /offset_st_resize256/sh/t1/L81_892927_780503.tif /offset_st_resize256/sh/t2/L81_892927_780503.tif /flow_btv3_resize256/sh/t1VSt2/L81_892927_780503.tif
train,/imgs/bj/t1/L81_00847_784207.jpg /imgs/bj/t3/L81_00847_784207.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00847_784207.png /building_labels/bj/t1/L81_00847_784207.png /building_labels/bj/t3/L81_00847_784207.png /offset_st_resize256/bj/t1/L81_00847_784207.tif /offset_st_resize256/bj/t3/L81_00847_784207.tif /flow_btv3_resize256/bj/t1VSt3/L81_00847_784207.tif
train,/imgs/bj/t1/L81_00927_784159.jpg /imgs/bj/t2/L81_00927_784159.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00927_784159.png /building_labels/bj/t1/L81_00927_784159.png /building_labels/bj/t2/L81_00927_784159.png /offset_st_resize256/bj/t1/L81_00927_784159.tif /offset_st_resize256/bj/t2/L81_00927_784159.tif /flow_btv3_resize256/bj/t1VSt2/L81_00927_784159.tif
train,/imgs/bj/t2/L81_00655_784119.jpg /imgs/bj/t3/L81_00655_784119.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00655_784119.png /building_labels/bj/t2/L81_00655_784119.png /building_labels/bj/t3/L81_00655_784119.png /offset_st_resize256/bj/t2/L81_00655_784119.tif /offset_st_resize256/bj/t3/L81_00655_784119.tif /flow_btv3_resize256/bj/t2VSt3/L81_00655_784119.tif
train,/imgs/bj/t2/L81_00639_784079.jpg /imgs/bj/t3/L81_00639_784079.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00639_784079.png /building_labels/bj/t2/L81_00639_784079.png /building_labels/bj/t3/L81_00639_784079.png /offset_st_resize256/bj/t2/L81_00639_784079.tif /offset_st_resize256/bj/t3/L81_00639_784079.tif /flow_btv3_resize256/bj/t2VSt3/L81_00639_784079.tif
test,/imgs/sh/t1/L81_892871_780431.jpg /imgs/sh/t2/L81_892871_780431.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892871_780431.png /building_labels/sh/t1/L81_892871_780431.png /building_labels/sh/t2/L81_892871_780431.png
train,/imgs/bj/t2/L81_00671_784247.jpg /imgs/bj/t3/L81_00671_784247.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00671_784247.png /building_labels/bj/t2/L81_00671_784247.png /building_labels/bj/t3/L81_00671_784247.png /offset_st_resize256/bj/t2/L81_00671_784247.tif /offset_st_resize256/bj/t3/L81_00671_784247.tif /flow_btv3_resize256/bj/t2VSt3/L81_00671_784247.tif
train,/imgs/bj/t1/L81_00831_784279.jpg /imgs/bj/t3/L81_00831_784279.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00831_784279.png /building_labels/bj/t1/L81_00831_784279.png /building_labels/bj/t3/L81_00831_784279.png /offset_st_resize256/bj/t1/L81_00831_784279.tif /offset_st_resize256/bj/t3/L81_00831_784279.tif /flow_btv3_resize256/bj/t1VSt3/L81_00831_784279.tif
train,/imgs/bj/t1/L81_00935_784159.jpg /imgs/bj/t2/L81_00935_784159.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00935_784159.png /building_labels/bj/t1/L81_00935_784159.png /building_labels/bj/t2/L81_00935_784159.png /offset_st_resize256/bj/t1/L81_00935_784159.tif /offset_st_resize256/bj/t2/L81_00935_784159.tif /flow_btv3_resize256/bj/t1VSt2/L81_00935_784159.tif
train,/imgs/bj/t1/L81_00671_784255.jpg /imgs/bj/t2/L81_00671_784255.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784255.png /building_labels/bj/t1/L81_00671_784255.png /building_labels/bj/t2/L81_00671_784255.png /offset_st_resize256/bj/t1/L81_00671_784255.tif /offset_st_resize256/bj/t2/L81_00671_784255.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784255.tif
train,/imgs/sh/t1/L81_892815_780503.jpg /imgs/sh/t2/L81_892815_780503.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892815_780503.png /building_labels/sh/t1/L81_892815_780503.png /building_labels/sh/t2/L81_892815_780503.png /offset_st_resize256/sh/t1/L81_892815_780503.tif /offset_st_resize256/sh/t2/L81_892815_780503.tif /flow_btv3_resize256/sh/t1VSt2/L81_892815_780503.tif
train,/imgs/bj/t2/L81_00663_784111.jpg /imgs/bj/t3/L81_00663_784111.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784111.png /building_labels/bj/t2/L81_00663_784111.png /building_labels/bj/t3/L81_00663_784111.png /offset_st_resize256/bj/t2/L81_00663_784111.tif /offset_st_resize256/bj/t3/L81_00663_784111.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784111.tif
test,/imgs/sh/t2/L81_892903_780479.jpg /imgs/sh/t3/L81_892903_780479.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892903_780479.png /building_labels/sh/t2/L81_892903_780479.png /building_labels/sh/t3/L81_892903_780479.png
train,/imgs/bj/t1/L81_00647_784231.jpg /imgs/bj/t2/L81_00647_784231.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00647_784231.png /building_labels/bj/t1/L81_00647_784231.png /building_labels/bj/t2/L81_00647_784231.png /offset_st_resize256/bj/t1/L81_00647_784231.tif /offset_st_resize256/bj/t2/L81_00647_784231.tif /flow_btv3_resize256/bj/t1VSt2/L81_00647_784231.tif
train,/imgs/sh/t1/L81_892863_780455.jpg /imgs/sh/t2/L81_892863_780455.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892863_780455.png /building_labels/sh/t1/L81_892863_780455.png /building_labels/sh/t2/L81_892863_780455.png /offset_st_resize256/sh/t1/L81_892863_780455.tif /offset_st_resize256/sh/t2/L81_892863_780455.tif /flow_btv3_resize256/sh/t1VSt2/L81_892863_780455.tif
train,/imgs/bj/t1/L81_00671_784287.jpg /imgs/bj/t2/L81_00671_784287.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784287.png /building_labels/bj/t1/L81_00671_784287.png /building_labels/bj/t2/L81_00671_784287.png /offset_st_resize256/bj/t1/L81_00671_784287.tif /offset_st_resize256/bj/t2/L81_00671_784287.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784287.tif
train,/imgs/bj/t1/L81_00863_784007.jpg /imgs/bj/t3/L81_00863_784007.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00863_784007.png /building_labels/bj/t1/L81_00863_784007.png /building_labels/bj/t3/L81_00863_784007.png /offset_st_resize256/bj/t1/L81_00863_784007.tif /offset_st_resize256/bj/t3/L81_00863_784007.tif /flow_btv3_resize256/bj/t1VSt3/L81_00863_784007.tif
train,/imgs/sh/t1/L81_892831_780495.jpg /imgs/sh/t3/L81_892831_780495.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892831_780495.png /building_labels/sh/t1/L81_892831_780495.png /building_labels/sh/t3/L81_892831_780495.png /offset_st_resize256/sh/t1/L81_892831_780495.tif /offset_st_resize256/sh/t3/L81_892831_780495.tif /flow_btv3_resize256/sh/t1VSt3/L81_892831_780495.tif
val,/imgs/bj/t1/L81_00663_784071.jpg /imgs/bj/t3/L81_00663_784071.jpg /labels/bj/t1VSt3/L81_00663_784071.png /building_labels/bj/t1/L81_00663_784071.png /building_labels/bj/t3/L81_00663_784071.png /offset_st_resize256/bj/t1/L81_00663_784071.tif /offset_st_resize256/bj/t3/L81_00663_784071.tif /flow_btv3_resize256/bj/t1VSt3/L81_00663_784071.tif
train,/imgs/sh/t2/L81_892783_780527.jpg /imgs/sh/t3/L81_892783_780527.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892783_780527.png /building_labels/sh/t2/L81_892783_780527.png /building_labels/sh/t3/L81_892783_780527.png /offset_st_resize256/sh/t2/L81_892783_780527.tif /offset_st_resize256/sh/t3/L81_892783_780527.tif /flow_btv3_resize256/sh/t2VSt3/L81_892783_780527.tif
train,/imgs/bj/t2/L81_00671_784255.jpg /imgs/bj/t3/L81_00671_784255.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00671_784255.png /building_labels/bj/t2/L81_00671_784255.png /building_labels/bj/t3/L81_00671_784255.png /offset_st_resize256/bj/t2/L81_00671_784255.tif /offset_st_resize256/bj/t3/L81_00671_784255.tif /flow_btv3_resize256/bj/t2VSt3/L81_00671_784255.tif
train,/imgs/bj/t2/L81_00671_784055.jpg /imgs/bj/t3/L81_00671_784055.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00671_784055.png /building_labels/bj/t2/L81_00671_784055.png /building_labels/bj/t3/L81_00671_784055.png /offset_st_resize256/bj/t2/L81_00671_784055.tif /offset_st_resize256/bj/t3/L81_00671_784055.tif /flow_btv3_resize256/bj/t2VSt3/L81_00671_784055.tif
train,/imgs/bj/t2/L81_00839_784199.jpg /imgs/bj/t3/L81_00839_784199.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00839_784199.png /building_labels/bj/t2/L81_00839_784199.png /building_labels/bj/t3/L81_00839_784199.png /offset_st_resize256/bj/t2/L81_00839_784199.tif /offset_st_resize256/bj/t3/L81_00839_784199.tif /flow_btv3_resize256/bj/t2VSt3/L81_00839_784199.tif
train,/imgs/bj/t2/L81_00679_784223.jpg /imgs/bj/t3/L81_00679_784223.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00679_784223.png /building_labels/bj/t2/L81_00679_784223.png /building_labels/bj/t3/L81_00679_784223.png /offset_st_resize256/bj/t2/L81_00679_784223.tif /offset_st_resize256/bj/t3/L81_00679_784223.tif /flow_btv3_resize256/bj/t2VSt3/L81_00679_784223.tif
train,/imgs/sh/t1/L81_892871_780471.jpg /imgs/sh/t3/L81_892871_780471.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892871_780471.png /building_labels/sh/t1/L81_892871_780471.png /building_labels/sh/t3/L81_892871_780471.png /offset_st_resize256/sh/t1/L81_892871_780471.tif /offset_st_resize256/sh/t3/L81_892871_780471.tif /flow_btv3_resize256/sh/t1VSt3/L81_892871_780471.tif
train,/imgs/bj/t2/L81_00663_784295.jpg /imgs/bj/t3/L81_00663_784295.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784295.png /building_labels/bj/t2/L81_00663_784295.png /building_labels/bj/t3/L81_00663_784295.png /offset_st_resize256/bj/t2/L81_00663_784295.tif /offset_st_resize256/bj/t3/L81_00663_784295.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784295.tif
train,/imgs/sh/t1/L81_892919_780479.jpg /imgs/sh/t2/L81_892919_780479.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892919_780479.png /building_labels/sh/t1/L81_892919_780479.png /building_labels/sh/t2/L81_892919_780479.png /offset_st_resize256/sh/t1/L81_892919_780479.tif /offset_st_resize256/sh/t2/L81_892919_780479.tif /flow_btv3_resize256/sh/t1VSt2/L81_892919_780479.tif
train,/imgs/sh/t1/L81_892911_780487.jpg /imgs/sh/t3/L81_892911_780487.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892911_780487.png /building_labels/sh/t1/L81_892911_780487.png /building_labels/sh/t3/L81_892911_780487.png /offset_st_resize256/sh/t1/L81_892911_780487.tif /offset_st_resize256/sh/t3/L81_892911_780487.tif /flow_btv3_resize256/sh/t1VSt3/L81_892911_780487.tif
val,/imgs/sh/t2/L81_892871_780519.jpg /imgs/sh/t3/L81_892871_780519.jpg /labels/sh/t2VSt3/L81_892871_780519.png /building_labels/sh/t2/L81_892871_780519.png /building_labels/sh/t3/L81_892871_780519.png /offset_st_resize256/sh/t2/L81_892871_780519.tif /offset_st_resize256/sh/t3/L81_892871_780519.tif /flow_btv3_resize256/sh/t2VSt3/L81_892871_780519.tif
val,/imgs/bj/t1/L81_00647_784199.jpg /imgs/bj/t3/L81_00647_784199.jpg /labels/bj/t1VSt3/L81_00647_784199.png /building_labels/bj/t1/L81_00647_784199.png /building_labels/bj/t3/L81_00647_784199.png /offset_st_resize256/bj/t1/L81_00647_784199.tif /offset_st_resize256/bj/t3/L81_00647_784199.tif /flow_btv3_resize256/bj/t1VSt3/L81_00647_784199.tif
train,/imgs/bj/t1/L81_00831_784239.jpg /imgs/bj/t3/L81_00831_784239.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00831_784239.png /building_labels/bj/t1/L81_00831_784239.png /building_labels/bj/t3/L81_00831_784239.png /offset_st_resize256/bj/t1/L81_00831_784239.tif /offset_st_resize256/bj/t3/L81_00831_784239.tif /flow_btv3_resize256/bj/t1VSt3/L81_00831_784239.tif
train,/imgs/sh/t1/L81_892863_780519.jpg /imgs/sh/t2/L81_892863_780519.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892863_780519.png /building_labels/sh/t1/L81_892863_780519.png /building_labels/sh/t2/L81_892863_780519.png /offset_st_resize256/sh/t1/L81_892863_780519.tif /offset_st_resize256/sh/t2/L81_892863_780519.tif /flow_btv3_resize256/sh/t1VSt2/L81_892863_780519.tif
train,/imgs/bj/t1/L81_00639_784007.jpg /imgs/bj/t2/L81_00639_784007.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00639_784007.png /building_labels/bj/t1/L81_00639_784007.png /building_labels/bj/t2/L81_00639_784007.png /offset_st_resize256/bj/t1/L81_00639_784007.tif /offset_st_resize256/bj/t2/L81_00639_784007.tif /flow_btv3_resize256/bj/t1VSt2/L81_00639_784007.tif
train,/imgs/bj/t1/L81_00839_784279.jpg /imgs/bj/t3/L81_00839_784279.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00839_784279.png /building_labels/bj/t1/L81_00839_784279.png /building_labels/bj/t3/L81_00839_784279.png /offset_st_resize256/bj/t1/L81_00839_784279.tif /offset_st_resize256/bj/t3/L81_00839_784279.tif /flow_btv3_resize256/bj/t1VSt3/L81_00839_784279.tif
train,/imgs/sh/t1/L81_892791_780511.jpg /imgs/sh/t3/L81_892791_780511.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892791_780511.png /building_labels/sh/t1/L81_892791_780511.png /building_labels/sh/t3/L81_892791_780511.png /offset_st_resize256/sh/t1/L81_892791_780511.tif /offset_st_resize256/sh/t3/L81_892791_780511.tif /flow_btv3_resize256/sh/t1VSt3/L81_892791_780511.tif
test,/imgs/bj/t1/L81_00679_784199.jpg /imgs/bj/t3/L81_00679_784199.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00679_784199.png /building_labels/bj/t1/L81_00679_784199.png /building_labels/bj/t3/L81_00679_784199.png
val,/imgs/bj/t1/L81_00823_784167.jpg /imgs/bj/t2/L81_00823_784167.jpg /labels/bj/t1VSt2/L81_00823_784167.png /building_labels/bj/t1/L81_00823_784167.png /building_labels/bj/t2/L81_00823_784167.png /offset_st_resize256/bj/t1/L81_00823_784167.tif /offset_st_resize256/bj/t2/L81_00823_784167.tif /flow_btv3_resize256/bj/t1VSt2/L81_00823_784167.tif
train,/imgs/sh/t1/L81_892831_780439.jpg /imgs/sh/t3/L81_892831_780439.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892831_780439.png /building_labels/sh/t1/L81_892831_780439.png /building_labels/sh/t3/L81_892831_780439.png /offset_st_resize256/sh/t1/L81_892831_780439.tif /offset_st_resize256/sh/t3/L81_892831_780439.tif /flow_btv3_resize256/sh/t1VSt3/L81_892831_780439.tif
